field_id,soil_ph,organic_matter,sand_pct,temperature,humidity,rainfall,ndvi,yield
F01286,5.72,1.77,36.1,27.5,80,168.0,0.62,4641.2
F01287,6.27,2.38,32.6,26.3,66,155.6,0.44,4434.6
F01288,7.38,1.71,49.9,26.8,65,122.2,0.61,4411.3
F01289,6.89,3.61,42.7,26.1,73,118.1,0.75,4813.0
F01290,7.24,3.66,33.8,26.5,84,145.2,0.66,4384.7
F01291,6.23,3.39,50.2,25.9,78,115.7,0.71,4573.9
F01292,5.59,2.11,36.2,24.5,66,130.3,0.56,4468.6
F01293,7.45,2.81,45.3,24.2,65,150.3,0.45,3604.3
F01294,5.53,1.96,39.2,25.0,74,122.8,0.5,3669.2
F01295,7.4,2.2,58.0,25.5,83,130.0,0.42,4007.7
F01296,6.24,2.79,36.8,29.3,82,128.8,0.58,4513.6
F01297,5.52,3.34,42.6,27.7,84,136.8,0.63,3539.7
F01298,6.88,1.74,58.8,29.7,84,153.9,0.55,4658.9
F01299,7.46,2.24,39.6,26.0,75,162.6,0.6,3804.5
F01300,7.43,3.82,49.3,26.4,73,153.2,0.51,4339.3
F01301,5.82,2.57,39.5,28.3,79,102.1,0.43,3801.7
F01302,5.86,3.85,33.3,27.5,80,171.7,0.55,3764.0
F01303,6.63,3.98,48.8,27.2,77,146.5,0.59,4001.3
F01304,6.77,2.82,57.5,27.5,70,173.6,0.74,4882.3
F01305,6.98,2.22,43.6,27.5,79,177.1,0.52,3856.8
F01306,5.86,3.48,48.8,28.6,79,137.4,0.64,3572.8
F01307,7.42,1.9,48.3,28.0,82,173.3,0.69,4823.4
F01308,6.78,2.13,42.5,29.7,75,129.2,0.52,4158.4
F01309,7.19,3.46,48.4,29.7,65,120.8,0.73,4431.6
F01310,6.58,2.58,37.8,26.5,78,105.9,0.52,4828.7
F01311,6.33,2.0,41.3,24.2,66,136.1,0.74,4633.5
F01312,7.45,3.13,43.3,24.1,66,155.1,0.4,4694.8
F01313,6.66,3.33,55.9,24.7,84,178.1,0.62,4220.1
F01314,7.23,1.81,40.4,24.4,74,141.7,0.68,4531.0
F01315,7.41,2.19,49.1,26.2,80,158.8,0.5,4945.6
F01316,6.85,2.05,36.4,24.3,67,171.7,0.44,4834.7
F01317,6.6,2.45,37.6,27.7,78,143.5,0.41,4418.6
F01318,5.51,3.41,49.5,25.1,71,113.3,0.43,3628.1
F01319,5.58,3.28,52.9,27.1,83,167.9,0.59,4969.6
F01320,5.9,3.16,43.9,24.6,83,145.9,0.69,3838.2
F01321,5.87,1.52,40.1,29.0,83,160.7,0.42,4041.1
F01322,6.01,1.86,57.3,28.7,67,152.7,0.44,3710.5
F01323,6.11,2.06,34.1,26.3,77,104.9,0.4,3749.9
F01324,6.22,2.18,51.6,29.5,83,113.5,0.5,4693.7
F01325,6.34,1.87,50.7,25.1,78,122.9,0.72,3692.4
F01326,5.7,2.53,50.7,28.9,72,122.8,0.5,3784.1
F01327,5.58,1.69,58.1,27.3,72,167.1,0.55,3757.2
F01328,6.85,3.38,51.8,26.0,81,147.9,0.46,4055.3
F01329,6.57,3.47,39.0,24.5,69,106.7,0.44,4542.0
F01330,6.39,2.94,40.6,25.0,69,131.0,0.46,4465.8
F01331,6.77,1.72,41.7,29.2,66,144.5,0.47,4587.0
F01332,7.16,3.73,30.9,27.6,75,120.1,0.45,4590.2
F01333,6.36,3.91,57.4,25.4,79,103.2,0.68,3504.5
F01334,6.78,2.01,32.2,27.0,71,130.4,0.57,4526.8
F01335,7.41,3.26,51.0,24.6,75,136.9,0.59,4526.9
F01336,7.18,3.6,51.9,24.6,66,172.4,0.53,3593.2
F01337,6.35,2.85,55.3,29.4,70,172.7,0.47,4140.7
F01338,6.79,2.31,46.6,26.7,73,140.0,0.43,3618.0
F01339,5.85,2.7,51.8,26.2,81,137.7,0.43,3786.2
F01340,6.62,2.78,39.1,29.7,83,151.2,0.46,4234.6
F01341,7.46,2.5,52.4,26.4,76,120.6,0.7,3518.0
F01342,6.54,3.82,40.3,26.0,70,122.9,0.48,3642.5
F01343,7.36,3.36,57.1,25.6,80,100.2,0.52,3627.4
F01344,6.31,2.1,34.9,27.4,66,106.3,0.6,3686.8
F01345,7.5,2.96,39.5,27.4,75,114.3,0.58,3574.7
F01346,6.66,3.22,45.0,24.1,79,151.2,0.63,4418.1
F01347,5.58,1.85,53.3,27.9,70,117.0,0.47,3767.9
F01348,6.67,2.4,52.5,28.7,73,109.9,0.58,4793.9
F01349,6.05,3.76,36.3,27.7,73,149.3,0.67,4827.2
F01350,5.56,2.92,34.3,29.2,82,152.1,0.54,4536.6
F01351,7.14,2.04,39.1,25.7,77,104.8,0.74,3597.4
F01352,6.05,1.81,44.5,25.2,69,161.8,0.6,4837.4
F01353,7.09,2.8,46.2,28.2,81,148.5,0.64,4128.0
F01354,6.08,2.87,42.9,25.1,75,131.8,0.56,3771.7
F01355,5.89,2.34,49.9,24.5,73,178.7,0.7,4668.2
F01356,7.45,3.08,42.8,24.6,84,100.8,0.56,4020.0
F01357,6.22,1.67,58.4,28.6,73,143.6,0.73,4259.1
F01358,6.7,1.86,37.8,24.2,73,112.8,0.51,4614.6
F01359,6.72,2.87,48.8,25.7,74,126.3,0.7,3651.7
F01360,6.62,1.65,48.3,24.8,84,110.7,0.62,3754.3
F01361,7.33,3.7,38.4,28.5,70,153.5,0.68,4952.8
F01362,6.85,1.86,42.4,27.0,68,132.1,0.41,4570.3
F01363,6.31,3.18,41.0,25.2,65,178.9,0.5,3846.7
F01364,7.22,2.48,35.2,28.5,70,152.3,0.7,4360.7
F01365,5.86,2.5,44.3,28.5,70,173.4,0.51,3782.0
F01366,6.59,3.41,41.6,27.1,76,119.3,0.65,4798.2
F01367,7.4,2.75,35.3,25.7,67,125.5,0.75,4172.9
F01368,6.75,3.31,43.5,27.5,77,129.0,0.46,4710.3
F01369,7.13,2.76,42.7,29.6,74,167.1,0.55,4957.9
F01370,6.81,2.98,33.9,24.3,73,116.9,0.46,4971.3
F01371,7.18,3.4,33.9,25.6,81,175.7,0.45,3706.4
F01372,7.39,3.02,49.4,25.7,75,103.5,0.62,4917.2
F01373,6.05,3.04,51.2,27.8,70,171.2,0.47,3905.4
F01374,5.84,3.47,58.2,27.9,74,136.1,0.57,4039.4
F01375,6.47,3.87,32.6,25.2,82,142.1,0.74,3594.5
F01376,6.9,2.44,33.5,25.3,78,179.8,0.52,4468.4
F01377,5.95,2.94,31.6,29.6,68,169.6,0.71,4466.2
F01378,5.51,1.72,46.0,28.5,77,172.3,0.54,4665.6
F01379,6.19,2.4,48.7,29.6,65,146.8,0.49,4919.4
F01380,7.44,2.53,42.1,29.0,84,176.5,0.52,4142.2
F01381,6.89,3.59,53.9,26.4,66,155.0,0.44,4111.2
F01382,6.3,2.78,50.6,24.7,67,165.5,0.64,4458.7
F01383,5.89,3.33,59.6,27.8,84,157.7,0.58,4501.1
F01384,6.21,1.55,34.1,26.1,67,162.5,0.61,4167.9
F01385,5.84,2.66,31.7,26.6,70,151.0,0.51,4879.0
F01386,5.71,3.75,38.2,26.6,71,158.1,0.63,3578.3
F01387,7.31,2.06,30.6,29.6,75,134.9,0.46,4634.6
F01388,7.5,1.58,58.0,24.4,71,156.5,0.63,3811.9
F01389,5.83,2.58,39.1,25.2,81,122.1,0.43,4243.0
F01390,5.61,3.26,46.6,27.6,83,150.8,0.54,4777.2
F01391,6.16,2.64,39.5,29.3,76,141.9,0.61,3994.4
F01392,6.42,2.65,37.4,29.5,65,171.9,0.7,4849.5
F01393,5.91,3.17,34.6,27.4,65,153.9,0.68,4176.0
F01394,6.1,2.14,39.6,24.2,82,147.7,0.58,4554.1
F01395,5.9,3.38,48.5,26.2,74,125.0,0.71,4584.0
F01396,7.05,1.88,59.1,29.5,84,169.0,0.58,3891.2
F01397,6.93,2.49,46.7,27.0,67,104.3,0.58,4851.0
F01398,6.77,3.14,46.0,28.4,78,172.0,0.65,3686.9
F01399,6.27,3.57,31.1,25.6,72,152.2,0.71,4385.1
F01400,7.32,3.48,55.2,24.2,80,115.2,0.61,4893.5
F01401,7.44,3.3,31.3,27.5,82,172.2,0.73,3546.5
F01402,5.85,2.4,57.2,29.0,73,126.1,0.48,4296.9
F01403,5.95,1.81,46.2,29.9,68,113.5,0.72,3869.7
F01404,6.55,2.04,35.1,29.1,65,125.5,0.48,3788.7
F01405,5.68,3.66,43.6,27.3,78,176.9,0.58,3850.6
F01406,6.37,3.64,59.8,27.7,75,160.2,0.68,4854.0
F01407,6.66,3.88,39.2,28.9,68,173.3,0.68,4138.3
F01408,6.54,1.69,38.1,24.1,80,123.9,0.5,3853.8
F01409,6.16,2.84,33.5,29.7,73,106.6,0.75,4891.3
F01410,6.58,3.12,47.9,27.2,78,145.0,0.43,3982.4
F01411,7.42,3.28,32.7,29.7,70,138.6,0.41,4585.2
F01412,5.91,3.11,53.0,28.6,66,157.6,0.69,4305.8
F01413,6.81,3.43,57.6,24.9,65,143.4,0.69,4518.7
F01414,5.59,2.4,58.0,25.0,84,131.7,0.65,3774.0
F01415,5.63,1.95,33.2,26.1,83,100.4,0.7,4517.8
F01416,6.6,2.01,46.7,25.6,71,137.4,0.45,4858.7
F01417,5.71,1.53,32.9,26.6,79,109.7,0.43,3651.4
F01418,5.54,2.38,47.2,27.6,69,173.8,0.74,3989.8
F01419,5.84,1.73,54.4,26.6,67,173.7,0.62,4958.9
F01420,6.63,2.3,46.1,24.3,79,164.3,0.72,3837.8
F01421,6.91,3.07,56.2,29.9,68,112.6,0.72,3589.3
F01422,5.9,3.74,54.1,26.6,69,111.8,0.63,3582.6
F01423,6.84,3.6,38.3,29.1,68,145.1,0.62,3912.9
F01424,5.86,2.13,48.9,24.4,67,158.2,0.53,4242.3
F01425,6.73,1.84,30.2,28.9,66,172.4,0.45,3903.2
F01426,6.32,1.98,41.9,25.0,69,171.5,0.64,3921.4
F01427,6.81,3.93,37.1,28.1,82,112.4,0.69,4747.1
F01428,7.49,2.87,58.1,28.0,66,179.6,0.59,4650.4
F01429,7.38,1.96,42.2,29.5,79,112.5,0.42,3966.3
F01430,5.51,3.6,49.6,25.9,82,167.2,0.45,4017.3
F01431,7.27,2.49,52.0,24.7,82,147.0,0.44,4954.5
F01432,5.63,3.75,53.2,29.2,72,154.3,0.63,4925.2
F01433,7.41,2.15,52.1,26.0,76,148.3,0.6,4959.6
F01434,6.06,2.48,38.7,25.4,73,169.6,0.56,4908.8
F01435,6.26,2.76,50.6,26.9,83,151.0,0.59,4442.1
F01436,5.68,3.73,46.5,24.9,65,167.9,0.5,3962.5
F01437,5.72,3.67,47.9,25.8,81,112.3,0.68,4954.2
F01438,6.95,2.94,30.0,26.3,65,169.3,0.51,4614.2
F01439,7.39,2.05,37.7,25.7,84,179.4,0.63,4566.9
F01440,6.72,2.51,57.9,26.7,81,152.9,0.54,4696.4
F01441,6.93,3.94,38.7,26.3,70,178.1,0.43,4397.7
F01442,7.02,3.02,43.1,28.6,69,117.6,0.49,4374.9
F01443,6.03,3.45,35.6,29.5,69,166.3,0.74,4042.0
F01444,5.59,2.62,34.2,24.6,75,113.5,0.47,3726.1
F01445,5.5,2.83,36.3,28.9,75,141.3,0.44,4157.8
F01446,6.2,2.57,46.6,29.6,75,153.1,0.5,4276.1
F01447,5.98,3.26,57.6,28.1,76,152.8,0.71,4816.7
F01448,5.62,3.63,39.8,30.0,76,153.7,0.51,4102.4
F01449,5.86,2.77,39.7,26.0,66,125.7,0.55,4824.5
F01450,5.75,2.7,46.9,29.0,67,177.9,0.51,3976.3
F01451,7.33,2.35,40.7,28.0,71,100.5,0.75,4917.0
F01452,5.78,1.94,57.3,25.9,84,149.7,0.75,3558.4
F01453,6.58,3.85,41.3,28.2,78,169.3,0.57,4288.0
F01454,6.69,2.29,44.7,27.1,80,171.3,0.67,3982.4
F01455,6.59,3.5,46.0,25.1,78,157.6,0.48,3941.6
F01456,5.7,3.29,53.5,25.0,81,146.0,0.53,3619.1
F01457,6.14,3.48,46.9,28.3,79,136.6,0.64,4521.9
F01458,5.6,3.84,37.2,28.3,75,136.0,0.5,4088.8
F01459,6.29,3.06,33.7,27.2,77,134.0,0.48,4923.6
F01460,5.88,3.74,58.1,27.0,70,156.0,0.72,4568.6
F01461,6.62,1.92,54.0,25.1,81,158.5,0.49,4164.3
F01462,6.89,3.07,30.7,26.6,76,141.2,0.42,4440.9
F01463,6.56,3.43,54.6,29.2,68,159.3,0.66,3599.0
F01464,6.37,2.18,47.7,29.1,74,142.3,0.49,4383.7
F01465,6.27,3.35,45.6,28.0,82,107.8,0.56,4499.2
F01466,7.18,3.45,30.4,30.0,83,168.1,0.44,3659.2
F01467,5.94,3.58,53.4,29.4,71,169.6,0.42,4523.6
F01468,6.97,2.28,35.9,24.9,76,121.3,0.56,4211.0
F01469,7.01,3.2,51.8,26.4,75,162.9,0.52,4219.4
F01470,6.34,2.26,30.5,24.8,67,140.9,0.58,4585.4
F01471,6.09,3.35,53.9,26.8,66,109.9,0.74,4174.7
F01472,6.44,2.66,30.7,28.7,66,131.8,0.54,3851.5
F01473,5.69,2.99,37.1,24.9,66,106.1,0.61,3947.4
F01474,5.59,2.54,38.0,29.3,79,162.9,0.43,4607.5
F01475,5.72,1.9,34.7,27.4,68,115.7,0.71,3606.5
F01476,5.87,1.95,44.4,28.5,67,113.2,0.68,4761.2
F01477,6.51,1.69,38.5,24.3,81,116.7,0.58,4373.3
F01478,7.2,3.05,59.8,24.6,66,118.1,0.46,4590.5
F01479,5.97,3.62,47.4,27.7,74,153.9,0.55,4015.5
F01480,7.37,1.55,47.0,29.0,71,151.1,0.5,3834.1
F01481,7.41,1.67,36.6,29.2,73,110.3,0.75,4706.9
F01482,7.42,2.64,42.3,28.1,84,158.0,0.57,3653.3
F01483,7.18,3.34,33.7,25.2,79,127.9,0.55,3748.8
F01484,6.23,1.89,52.9,25.2,72,136.6,0.46,3927.4
F01485,5.65,2.18,39.9,29.3,81,110.0,0.48,4026.8
F01486,6.64,2.08,52.6,24.7,75,156.7,0.65,3805.5
F01487,6.62,2.5,41.2,28.1,80,130.1,0.59,4868.9
F01488,7.2,2.06,59.7,27.2,82,150.6,0.53,3540.8
F01489,7.49,2.38,35.1,26.5,68,134.2,0.5,4705.2
F01490,6.52,3.32,30.0,26.6,82,103.9,0.47,4116.6
F01491,6.19,3.03,47.8,29.7,84,156.3,0.41,4754.2
F01492,5.87,1.7,58.6,29.2,72,144.2,0.74,4693.9
F01493,5.51,3.09,49.4,29.2,79,134.7,0.66,3681.6
F01494,6.52,2.69,32.6,26.4,77,116.1,0.72,4499.6
F01495,6.61,3.84,46.2,24.6,68,149.9,0.54,4067.7
F01496,7.15,2.22,57.3,30.0,78,122.0,0.7,4731.5
F01497,6.51,3.32,30.2,24.9,79,134.3,0.49,4776.5
F01498,7.33,3.33,35.0,27.1,79,104.5,0.58,3783.6
F01499,6.76,2.05,54.4,25.6,69,162.1,0.47,4218.0
F01500,7.18,3.76,56.8,27.1,79,107.2,0.67,4391.6
F01501,5.8,2.73,51.2,25.8,82,171.3,0.57,4316.1
F01502,7.21,3.2,59.7,29.4,67,169.4,0.59,3877.7
F01503,6.85,1.86,32.7,29.8,84,177.7,0.7,3908.7
F01504,5.84,2.14,46.4,26.5,74,172.7,0.66,4787.3
F01505,5.88,2.97,50.5,24.4,69,177.7,0.74,3549.1
F01506,7.35,2.3,51.1,28.0,69,171.0,0.54,3893.5
F01507,5.56,2.75,53.8,26.3,79,109.0,0.56,3834.6
F01508,6.43,2.44,57.5,29.9,65,135.0,0.62,4056.0
F01509,6.13,3.1,40.8,24.5,65,106.1,0.56,4529.2
F01510,6.83,2.72,31.3,24.7,80,143.6,0.55,4298.4
F01511,7.18,1.51,40.9,28.2,81,142.4,0.52,4310.9
F01512,6.22,3.12,50.1,28.6,78,173.8,0.69,4596.9
F01513,6.35,2.56,36.4,26.8,79,177.6,0.59,4718.2
F01514,7.46,2.35,54.3,25.7,78,120.8,0.61,3739.8
F01515,7.07,1.74,36.6,25.9,66,146.6,0.47,3662.0
F01516,7.29,2.05,30.3,26.0,67,137.2,0.49,3951.8
F01517,6.38,2.06,45.2,25.4,76,143.7,0.52,4741.3
F01518,5.97,3.84,51.8,29.1,66,142.5,0.56,4312.6
F01519,6.32,2.58,40.5,24.4,72,173.1,0.42,3714.2
F01520,6.93,1.61,52.5,26.4,76,171.7,0.71,3745.6
F01521,5.72,1.85,43.2,28.5,73,109.8,0.72,4847.4
F01522,6.04,1.7,35.2,24.0,78,127.6,0.63,4050.5
F01523,5.59,2.97,32.7,29.3,70,160.2,0.51,3882.9
F01524,6.36,1.97,51.3,28.2,81,154.7,0.53,4540.6
F01525,7.15,2.75,41.6,24.4,75,150.5,0.66,4791.2
F01526,5.55,2.43,57.4,29.4,83,179.5,0.5,4163.6
F01527,6.85,3.51,46.2,26.9,77,127.0,0.61,4686.7
F01528,7.36,2.3,40.5,27.9,67,141.2,0.72,4145.1
F01529,5.97,2.65,40.5,29.3,67,178.3,0.54,4537.1
F01530,6.89,3.3,33.9,29.3,78,155.6,0.61,4362.2
F01531,7.45,2.58,47.8,26.5,72,151.9,0.73,4841.7
F01532,7.42,3.48,47.5,25.4,71,112.4,0.52,3987.6
F01533,5.97,3.15,54.0,25.5,68,119.7,0.67,4655.6
F01534,5.7,2.53,36.0,28.6,67,130.2,0.66,4525.9
F01535,5.8,2.76,38.7,29.6,83,137.2,0.72,4758.2
F01536,6.9,3.92,32.9,24.4,66,139.8,0.7,4411.3
F01537,6.95,3.15,38.9,24.1,69,172.2,0.66,4190.2
F01538,6.85,3.76,42.8,28.9,76,108.6,0.62,3574.2
F01539,6.17,1.95,58.9,26.3,66,119.9,0.48,4759.5
F01540,5.84,2.71,49.6,25.7,82,111.5,0.63,4864.9
F01541,6.66,3.77,53.5,25.1,79,158.8,0.5,4174.5
F01542,6.47,2.31,39.8,26.1,80,177.6,0.55,3833.4
F01543,6.96,3.92,34.3,29.8,76,171.5,0.65,4470.7
F01544,6.38,1.74,37.7,29.9,76,157.9,0.64,3682.6
F01545,6.18,3.76,37.7,26.0,68,101.7,0.54,3561.3
F01546,6.09,2.61,47.5,29.8,72,127.8,0.46,3935.2
F01547,5.92,1.68,40.2,25.8,75,169.1,0.57,4519.9
F01548,6.03,3.7,55.7,29.1,68,152.2,0.49,4721.3
F01549,5.69,2.13,59.7,25.3,76,116.8,0.49,3735.3
F01550,6.19,1.56,40.3,29.0,74,137.3,0.51,4919.2
F01551,5.57,1.84,51.2,26.1,73,107.0,0.65,4328.1
F01552,5.87,3.15,49.7,25.2,80,141.7,0.57,4887.9
F01553,6.99,3.94,35.8,29.6,68,172.1,0.53,3724.7
F01554,6.15,1.78,57.5,25.3,81,103.1,0.72,4187.0
F01555,6.84,2.65,36.0,30.0,82,149.1,0.65,4146.2
F01556,6.93,1.95,52.1,24.7,71,118.6,0.57,4117.5
F01557,6.66,3.36,40.4,24.1,73,179.2,0.55,4896.2
F01558,7.42,1.8,41.0,29.2,70,105.2,0.69,4774.1
F01559,5.54,2.1,43.7,27.5,84,149.4,0.46,4691.4
F01560,6.98,1.99,55.9,26.5,67,120.5,0.63,3929.2
F01561,7.42,2.88,34.2,24.5,79,170.6,0.41,4008.6
F01562,7.22,3.68,31.6,27.4,65,109.8,0.4,3889.0
F01563,5.84,2.78,42.1,26.4,81,134.3,0.73,4690.2
F01564,6.15,1.65,31.7,26.9,73,114.8,0.58,4089.2
F01565,5.84,2.91,50.6,27.8,66,164.0,0.51,4968.0
F01566,6.7,3.49,52.8,27.8,70,128.1,0.68,4046.5
F01567,6.92,1.83,55.6,29.8,80,114.9,0.74,3754.7
F01568,6.13,1.68,52.3,27.9,77,158.1,0.41,4894.8
F01569,6.58,1.97,57.5,26.0,70,165.4,0.41,4674.1
F01570,6.88,3.37,52.4,26.0,79,137.0,0.7,4374.9
F01571,6.34,2.98,58.1,26.9,69,130.3,0.59,4787.7
F01572,7.21,2.85,35.8,25.6,81,150.6,0.71,4924.2
F01573,7.04,2.12,45.0,26.3,73,152.1,0.64,4792.1
F01574,5.63,2.33,59.8,29.1,77,152.9,0.56,4856.8
F01575,6.74,3.91,50.4,29.2,71,122.1,0.46,3906.9
F01576,5.97,2.1,56.4,27.8,80,175.3,0.54,4266.3
F01577,6.62,3.75,30.9,27.5,72,117.1,0.68,4692.9
F01578,7.41,2.95,56.2,26.6,82,129.9,0.48,4289.0
F01579,7.26,1.81,50.9,27.8,69,122.7,0.65,4462.8
F01580,6.31,2.67,35.1,28.8,77,174.5,0.49,4884.3
F01581,6.08,3.87,30.8,28.4,71,166.3,0.56,3943.0
F01582,5.97,2.55,37.8,24.2,84,164.9,0.43,4309.1
F01583,6.57,3.66,57.5,28.4,77,100.4,0.56,4345.3
F01584,5.73,2.14,50.0,28.3,66,154.9,0.61,4039.3
F01585,6.6,2.93,57.6,24.6,83,118.4,0.6,4052.4
F01586,5.5,3.61,43.4,24.9,78,177.4,0.54,4653.6
F01587,6.15,3.8,58.1,28.7,78,142.5,0.53,4894.3
F01588,5.94,2.71,43.9,27.4,73,145.2,0.5,4450.6
F01589,7.44,3.1,36.1,28.9,68,128.5,0.67,4231.9
F01590,6.95,1.51,34.5,25.1,81,142.9,0.67,4625.5
F01591,6.2,2.13,59.8,24.2,84,160.0,0.57,4996.7
F01592,5.69,2.2,40.0,25.0,80,145.0,0.53,3623.6
F01593,6.53,1.73,34.8,26.7,72,151.3,0.62,4477.4
F01594,5.93,2.2,30.3,27.1,79,137.8,0.6,4334.2
F01595,6.57,2.3,38.6,29.1,82,157.3,0.63,4415.4
F01596,7.17,3.92,56.7,28.3,74,172.0,0.51,3534.2
F01597,6.73,3.17,46.0,29.9,68,104.1,0.68,4933.5
F01598,6.77,2.57,49.0,24.5,71,108.6,0.51,3628.1
F01599,6.58,3.97,57.7,24.8,81,154.8,0.55,3961.2
F01600,7.35,1.88,45.4,24.5,72,130.2,0.45,3947.4
F01601,7.36,2.69,55.1,27.2,65,122.5,0.7,4599.7
F01602,6.53,3.12,39.7,25.6,74,114.3,0.63,4506.4
F01603,6.11,1.64,59.3,28.1,79,145.8,0.48,3592.6
F01604,6.42,3.29,32.4,24.8,70,127.8,0.7,3724.6
F01605,5.87,1.75,51.7,24.6,74,140.6,0.65,3978.2
F01606,6.77,1.85,49.8,26.8,65,176.7,0.55,4556.2
F01607,6.5,1.9,35.8,26.3,70,160.7,0.75,4893.9
F01608,5.71,3.82,41.7,29.0,77,163.7,0.52,3973.2
F01609,5.9,3.21,39.4,29.0,67,109.9,0.43,4288.4
F01610,6.46,3.14,32.8,24.7,76,126.0,0.66,4058.9
F01611,7.28,2.89,47.5,28.9,79,108.5,0.66,4366.0
F01612,6.63,2.23,59.8,27.4,71,177.5,0.42,4442.0
F01613,6.86,3.05,46.8,27.0,70,154.6,0.69,4277.4
F01614,6.18,2.53,46.4,24.6,73,101.5,0.67,4083.5
F01615,6.64,1.86,31.2,28.4,80,138.0,0.73,4819.7
F01616,6.39,3.22,34.2,24.4,76,121.1,0.44,4702.9
F01617,6.82,1.82,45.4,25.7,73,143.2,0.61,4997.6
F01618,5.6,1.98,59.6,24.6,72,114.3,0.48,4119.0
F01619,6.49,3.54,56.3,27.2,69,104.5,0.54,3558.1
F01620,6.09,3.15,40.2,27.9,67,125.9,0.49,4477.1
F01621,6.15,3.08,46.3,29.3,68,123.6,0.56,4675.1
F01622,7.42,2.55,46.6,28.4,75,157.4,0.44,4905.2
F01623,5.87,2.49,50.6,29.8,74,138.0,0.51,3515.5
F01624,6.12,3.23,50.6,28.6,72,123.3,0.42,4819.4
F01625,6.52,3.35,53.7,25.8,73,145.6,0.57,4275.1
F01626,7.23,2.78,30.7,27.3,77,105.7,0.5,4062.2
F01627,6.33,3.92,58.3,26.7,83,153.0,0.61,3832.9
F01628,6.99,3.89,32.1,27.4,75,111.8,0.56,4721.2
F01629,7.21,2.53,44.3,27.4,67,122.4,0.49,4045.6
F01630,6.12,3.55,57.6,28.2,65,122.6,0.44,4406.8
F01631,6.29,2.86,44.6,24.5,78,137.3,0.66,4267.5
F01632,6.21,2.78,31.9,28.5,83,176.3,0.62,3894.7
F01633,7.17,1.64,36.9,24.9,65,126.0,0.41,4681.7
F01634,5.59,2.93,47.4,24.2,76,122.5,0.75,3947.3
F01635,6.12,3.75,32.6,27.1,78,113.5,0.62,4681.0
F01636,6.86,3.45,42.7,27.5,79,131.4,0.47,4114.3
F01637,6.63,3.47,39.9,24.2,71,114.6,0.69,3545.1
F01638,6.37,1.9,54.5,27.1,68,111.0,0.71,4651.1
F01639,6.58,2.4,33.3,27.2,78,168.6,0.6,4848.9
F01640,5.9,2.08,50.5,24.3,82,104.2,0.71,3679.7
F01641,6.36,2.29,42.2,28.3,80,156.9,0.41,4377.9
F01642,6.5,2.95,47.6,25.3,78,116.2,0.73,3607.6
F01643,7.3,2.41,36.2,28.8,75,100.9,0.42,4744.8
F01644,6.02,2.9,48.3,25.9,70,163.6,0.62,4981.9
F01645,7.24,2.6,50.2,26.9,79,156.2,0.52,4242.5
F01646,6.79,2.22,32.1,29.4,74,126.7,0.41,3970.1
F01647,5.54,1.74,54.7,28.8,76,106.3,0.73,4768.6
F01648,6.95,3.73,55.8,28.7,73,128.9,0.45,4281.2
F01649,5.57,1.53,31.9,25.0,81,114.5,0.7,4173.5
F01650,7.49,1.5,48.1,24.3,82,174.6,0.52,3841.7
F01651,7.25,3.57,47.8,27.6,75,142.4,0.66,4424.0
F01652,6.09,3.99,30.4,26.5,70,177.1,0.49,4409.5
F01653,6.01,3.32,40.3,29.5,83,128.1,0.6,3894.3
F01654,6.26,1.54,59.1,26.1,66,144.5,0.68,3817.1
F01655,6.21,2.07,46.7,26.5,84,115.2,0.6,4157.8
F01656,6.24,3.93,58.0,27.2,77,164.7,0.51,4176.2
F01657,6.14,3.52,50.3,28.8,73,103.3,0.48,3692.6
F01658,6.74,2.92,30.9,25.6,76,155.6,0.46,3914.1
F01659,5.83,2.09,32.3,29.7,80,131.3,0.69,3740.5
F01660,7.19,1.54,51.7,27.2,83,146.3,0.61,4852.2
F01661,7.12,1.55,46.6,29.0,66,147.4,0.58,3611.5
F01662,6.45,3.03,33.8,27.2,80,156.9,0.49,4818.1
F01663,7.21,1.55,48.4,28.6,69,116.3,0.55,4291.8
F01664,5.99,3.98,54.3,24.3,81,142.5,0.62,4498.0
F01665,5.54,1.96,52.6,28.8,70,134.2,0.43,4884.9
F01666,6.74,3.28,37.4,27.1,71,122.6,0.53,4048.1
F01667,6.42,1.89,37.7,26.7,70,139.7,0.48,4553.9
F01668,6.63,2.85,59.0,24.7,67,176.2,0.63,4507.5
F01669,7.3,1.7,56.6,28.4,79,175.9,0.61,4982.5
F01670,7.44,3.42,39.6,24.8,80,122.3,0.5,3569.1
F01671,6.77,2.96,54.7,25.2,81,170.7,0.41,4183.2
F01672,7.03,1.72,34.9,24.8,73,170.1,0.46,4984.3
F01673,5.67,3.62,35.9,24.0,73,120.0,0.46,3991.8
F01674,5.82,2.87,35.4,28.0,81,147.9,0.6,4948.5
F01675,6.97,3.8,32.6,25.6,71,169.6,0.46,4725.1
F01676,6.36,3.79,55.6,24.9,66,141.2,0.57,4009.0
F01677,6.39,3.8,47.4,25.9,70,129.6,0.62,3543.7
F01678,6.12,1.69,37.8,27.0,74,152.1,0.71,3920.5
F01679,6.71,1.8,55.5,27.0,81,113.8,0.49,3685.6
F01680,5.87,3.97,54.1,26.2,78,112.9,0.47,4142.7
F01681,6.75,2.72,33.0,27.0,67,166.6,0.46,4909.3
F01682,5.85,2.1,49.3,26.6,80,103.3,0.53,4268.9
F01683,5.63,3.42,51.7,28.9,80,164.3,0.63,4171.3
